sre	1032208
tri	1075124
ecl	31462
snps	883241
e	1002242
aig	5272
bidu	1329099
nxpi	1413447
mpc	1510295
crwd	1535527
rop	882835
abev	1565025
vmw	1124610
dxcm	1093557
hmc	715153
bce	718940
cnc	1071739
ctsh	1058290
adsk	769397
aep	4904
adm	7084
ddog	1561550
lhx	202058
khc	1637459
njdcy	1158967
ifnny	1107457
payx	723531
rivn	1874178
su	311337
dow	1751788
orly	898173
jci	833444
mck	927653
idxx	874716
gld	1222333
lyg	1160106
tak	1395064
aph	820313
vod	839923
cdns	813672
exc	1109357
net	1477333
smfg	1022837
pru	1137774
bbd	1160330
spg	1063761
trv	86312
lcid	1811210
ctas	723254
cmg	1058090
tel	1385157
iqv	1478242
lulu	1397187
mchp	827054
hsy	47111
wit	1123799
gold	756894
mnst	865752
bk	1390777
stz	16918
anet	1596532
hlt	1585689
afl	4977
nue	73309
hpq	47217
kmi	1506307
well	766704
azo	866787
msci	1408198
syy	96021
rsg	1060391
dash	1792789
ctva	1755672
bntx	1776985
dell	1571996
stm	932787
ing	1039765
kmb	55785
carr	1783180
mfc	1086888
a	1090872
kr	56873
puk	1116578
wba	1618921
dlr	1297996
dvn	1090012
gis	40704
gpn	1123360
wmb	107263
dd	1666700
msi	68505
alc	1167379
all	899051
o	726728
bax	10456
bbva	842180
gfs	1709048
vlo	1035002
apo	1858681
xel	72903
nu	1691493
ph	76334
ec	1444406
tdg	1260221
ttd	1671933
ebay	1065088
zm	1585521
tt	1466258
expgy	1376891
sbac	1034054
dnbby	1498632
odfl	878927
danoy	1048515
psx	1534701
wcn	1318220
ea	712515
kkr	1404912
avb	915912
rmd	943819
yum	1041061
ajg	354190
algn	1097149
dltr	935703
trow	1113169
iau	1278680
tu	868675
lng	3570
bcs	312069
et	1276187
amp	820027
mfg	1335730
peg	788784
lyb	1489393
eqr	906107
nio	1736541
sivb	719739
cht	1132924
vrsk	1442145
arzgy	1379235
mplx	1552000
aptv	1521332
zs	1713683
iff	51253
fast	815556
hal	45012
cve	1475260
rost	745732
stt	93751
nwg	844150
codyy	1012037
otis	1781335
dfs	1393612
hes	4447
cpng	1834584
veev	1393052
rok	1024478
ed	1047862
crh	849395
slf	1097362
imo	49938
mtd	1037646
glw	24741
twtr	1418091
abc	1140859
ppg	79879
tsn	100493
bkr	1701605
tlk	1001807
oke	1039684
bf-a	14693
oran	1038143
pcar	75362
biib	875045
fitb	35527
mtch	891103
clpby	1294325
ame	1037868
are	1035443
cbre	1138118
eric	717826
wec	783325
nok	924613
twlo	1447669
cprt	900075
hcmly	948696
lgfry	1554394
wst	105770
lvs	1300514
mt	1243429
wegzy	1445166
u	1810806
poahy	1450346
frc	1132979
cmi	26172
ndaq	1120193
ferg	1832433
keys	1601046
es	72741
spot	1639920
fnv	1456346
fmx	1061736
awk	1410636
efx	33185
baesy	895564
expe	1324424
rblx	1315098
bll	9389
wy	106535
mdb	1441816
on	1097864
dhi	882184
rweoy	939380
anss	1013462
dia	1041130
vwdry	1330306
caixy	1535628
ckhuy	1637120
pltr	1321655
ibkr	1381197
tscdy	885834
rci	733099
exr	1289490
mdy	936958
phg	313216
db	1159508
tef	814052
hrl	48465
csgp	1057352
li	1791706
cern	804753
gwlif	850918
enph	1463101
zbh	1136869
pcg	1004980
lyv	1335258
luv	92380
gww	277135
tsco	916365
lh	920148
eix	827052
siri	908937
uri	1067701
sauhy	1451279
sgen	1060736
alb	915913
cqp	1383650
len	920760
fe	1031296
mkc	63754
xpev	1810997
caj	16988
ppery	1461748
vtr	740260
vmc	1396009
dte	936340
dal	27904
mlm	916076
it	749251
mgddy	896076
fang	1539838
anyyy	1700171
chd	313927
hig	874766
ntrs	73124
bill	1786352
invh	1687229
ste	1757898
hubs	1404655
maa	912595
vrsn	1014473
cvna	1690820
cdw	1402057
ix	1070304
okta	1660134
lbrda	1611983
bby	764478
mos	1285785
swk	93556
hznp	1492426
sqm	909037
zi	1794515
aee	1002910
umc	1033767
mpwr	1280452
gmab	1434265
mtb	36270
vfc	103379
zbra	877212
dov	29905
etr	65984
grmn	1121788
ccep	1650107
fts	1666175
ccl	815097
rjf	720005
ess	920522
swks	4127
splk	1353283
pki	31791
clr	732834
hpe	1645590
ftv	1659166
hban	49196
foxa	1754301
lnngy	1447629
dre	783280
ttm	926042
rkt	1805284
ctra	858470
bgne	1651308
rf	1281761
key	91576
ulta	1403568
cinf	20286
tdy	1094285
jbht	728535
docu	1261333
k	55067
cnhi	1567094
payc	1590955
wpm	1323404
cf	1324404
zto	1677250
ppl	922224
chwy	1766502
cuk	1125259
sui	912593
app	1751008
avtr	1722482
teck	886986
stx	1137789
tw	1758730
cfg	759944
bxp	1037540
ir	1699150
elp	1041792
rcl	884887
coo	711404
imbby	1072670
pba	1546066
iclr	1060955
bro	79282
mgm	789570
ter	97210
mkl	1096343
gnrc	1474735
flt	1175454
syf	1601712
wmg	1319161
moh	1179929
mga	749098
cms	811156
ssnc	1402436
tru	1552033
wat	1000697
ryaay	1038683
alny	1178670
bip	1406234
pfg	1126328
gib	1061574
fms	1333141
hei	46619
cs	1159510
ntap	1002047
akam	1086222
mro	101778
kb	1445930
cnp	1130310
sbny	1288784
pwr	1050915
holx	859737
entg	1101302
peak	765880
ctlt	1596783
xp	1787425
viv	1066119
yumc	1673358
pkx	889132
ptaiy	1455967
wab	943452
gpc	40987
chkp	1015922
tyl	860731
roku	1428439
trmb	864749
omc	29989
snmry	1437771
udr	74208
br	1383312
ui	1511737
acgl	947484
ttwo	946581
pool	945841
qsr	1618756
vici	1705696
etsy	1370637
ip	51434
agr	1634997
podd	1145197
j	52988
ts	1190723
expd	746515
amcr	1748790
shg	1263043
incy	879169
bio	12208
atasy	1437775
tech	842023
cpt	906345
epam	1352010
dri	940944
pins	1506293
czr	1590895
dgx	1022079
rol	84839
zshgy	1495686
clx	21076
cg	1527166
trgp	1389170
plug	1093691
lsxma	1560385
sedg	1419612
aes	874761
xm	1747748
kmx	1170010
txt	217346
dish	1001082
stld	1022671
l	60086
rprx	1802768
fmc	37785
nvr	906163
fds	1013237
path	1734722
aa	1675149
wpp	806968
aci	1646972
tfx	96943
cck	1219601
cah	721371
wdc	106040
suz	909327
xyl	1524472
argx	1697862
smpny	1669414
cag	23217
pubgy	1050952
irm	1020569
ce	1306830
clf	764065
acc	1283630
asx	1122411
znh	1041668
wlk	1262823
hwm	4281
ato	731802
nlok	849399
prdsy	1527249
kim	879101
evrg	1711269
ally	40729
lnt	352541
amc	1411579
wpc	1025378
sjr	932872
tcom	1269238
ssl	314590
ach	1161611
emn	915389
car	723612
bg	1144519
icl	941221
iex	832101
ldos	1336920
abmd	815094
dpz	1286681
lpla	1397911
pkg	75677
avy	8818
aem	2809
didi	1764757
ual	100517
zen	1463172
crl	1100682
sjm	91419
ipg	51644
jkhy	779152
snn	845982
grab	1855612
lu	1816007
bmrn	1048477
iep	813762
qrvo	1604778
ben	38777
els	895417
lbtya	1570585
chrw	1043277
fnf	1331875
ares	1176948
nice	1003935
cgnx	851205
gddy	1609711
hst	1070750
frfhf	915191
tsgty	939383
wolf	895419
bap	1001290
jhx	1159152
zg	1617640
ovv	1792580
vivhy	1127055
gshn	1639327
gfi	1172724
nmr	1163653
dt	1773383
bldr	1316835
lkq	1065696
aer	1378789
gme	1326380
afrm	1820953
lyft	1759509
amh	1562401
nwsa	1564708
mktx	1278021
rhi	315213
w	1616707
ndsn	72331
vtrs	1792044
cpb	16732
mas	62996
cna	21175
bbwi	701985
hood	1783879
burl	1579298
csl	790051
aap	1158449
ffiv	1048695
ihg	858446
ptc	857005
lnvgy	932477
enia	912505
fico	814547
logi	1032975
disca	1437107
elan	1739104
bntgy	1533945
dar	916540
eqh	1333986
wtrg	78128
bsy	1031308
eqt	33213
mpw	1287865
afg	1042046
fhn	36966
wrk	1732845
ctxs	877890
emraf	1127248
jxhly	1487533
rkuny	1294591
cma	28412
jll	1037976
exas	1124140
reg	910606
ni	1111711
kep	887225
lnc	59558
hsic	1000228
jnpr	1043604
tdoc	1477449
ggg	42888
swmay	1011218
cboe	1374310
ebr	1439124
morn	1289419
lnegy	1437041
uhal	4457
rng	1384905
ewbc	1069157
has	46080
lamr	1090425
re	1095073
uhs	352915
otex	1002638
cflt	1699838
wso	105016
aal	6201
cube	1298675
wrb	11544
clvt	1764046
cea	1030475
dva	927066
tap	24545
lsi	944314
kkoyy	1436794
bah	1443646
pcty	1591698
y	775368
glpi	1575965
lumn	18926
rs	861884
kof	910631
rexr	1571283
bili	1723690
phm	822416
glob	1557860
wsm	719955
whr	106640
sna	91440
acm	868857
qgen	1015820
bz	1842827
sbsw	1786909
slvyy	930826
vst	1692819
bep	1533232
tpl	1811074
tpr	1116132
ptbry	1504122
azpn	929940
aeg	769218
tost	1650164
fbhs	1519751
ccj	1009001
zion	109380
s	1583708
rpm	110621
xray	818479
olpx	1868726
mtn	812011
h	1468174
cday	1725057
mmp	1126975
gfl	1780232
nly	1043219
ivz	914208
nvei	1765159
aos	91142
ggb	1073404
agco	880266
htz	1657853
bch	1161125
rrx	82811
sci	89089
bsac	1027552
skm	1015650
htht	1483994
aqn	1174169
dox	1062579
jpxgy	1600520
hubb	48898
pstg	1474432
see	1012100
gl	320335
brkr	1109354
znga	1439404
wes	1423902
grfs	1438569
aiz	1267238
cnxc	1803599
alle	1579241
ndvly	800928
cib	1071371
glpey	1385535
snx	1177394
pton	1639825
rgen	730272
hcp	1720671
dscsy	1671750
chk	895126
tfii	1588823
lad	1023128
remyy	1552653
fnd	1507079
armk	1584509
agl	1831097
upst	1647639
oc	1370946
docs	1516513
lii	1069202
x	1163302
dqjcy	1446597
au	1067428
jazz	1232524
thc	70318
mp	1801368
dlo	1846832
teva	818686
aseky	1450206
nwl	814453
bwa	908255
arcc	1287750
frt	34903
dks	1089063
ar	1433270
eslt	1027664
plan	1540755
five	1177609
nlsn	1492633
axon	1069183
cien	936395
csan	1430162
cabo	1632127
wynn	1174922
midd	769520
wf	1264136
iac	1800227
erie	922621
rdy	1135951
pnr	77360
mhk	851968
dseey	1481045
nrg	1013871
alsmy	1062066
cfr	39263
wfg	1402388
rgld	85535
bj	1531152
bki	1627014
dbx	1467623
krc	1025996
pbct	1378946
ttc	737758
manh	1056696
prymy	1437672
ttek	831641
mksi	1049502
tx	1342874
uso	1327068
wal	1212545
avlr	1348036
nvcr	1645113
wms	1604028
rl	1037038
tme	1744676
vno	899689
fslr	1274494
wsc	1647088
xpo	1166003
iot	1642896
lscc	855658
syna	817720
cbsh	22356
cms-pb	201533
knx	1492691
ogn	1821825
lea	842162
jbl	898293
mdiby	1379481
nclh	1513761
nbix	914475
masi	937556
uelmo	100826
zim	1654126
accyy	1049183
pnw	764622
chdn	20212
gxo	1852244
lw	1679273
estc	1707753
airc	1820877
kss	885639
txg	1770787
gds	1526125
qs	1811414
seic	350894
levi	94845
cpri	1530721
arw	7536
synh	1610950
dxc	1688568
usfd	1665918
oln	74303
trex	1069878
g	1398659
st	1477294
egp	49600
bhc	885590
dkng	1772757
ymm	1838413
hun	1307954
gtlb	1653482
dava	1656081
flex	866374
cae	1173382
onon	1858985
stor	1538990
rh	1528849
oled	1005284
bery	1378992
bfam	1437578
leco	59527
mat	63276
fr	921825
pcor	1611052
coup	1385867
jef	96223
asan	1477720
pfgc	1618673
pltk	1828016
sofi	1818874
hii	1501585
oge	1021635
ori	74260
wwd	108312
cacc	885550
cchgy	1558633
gwre	1528396
pen	1321732
nnn	751364
pac	1347557
bsmx	1698287
pag	1019849
uthr	1082554
wh	1722684
rrc	315852
dlb	1308547
cx	1076378
nfe	1749723
chh	1046311
m	794367
bhvn	1689813
wex	1309108
deck	910521
edr	1766363
pso	938323
nvst	1757073
iivi	820318
uaa	1336917
atr	896622
brx	1581068
slv	1330568
nyt	71691
wu	1365135
miufy	1447113
ntco	1776967
paa	1070423
phi	78150
gil	1061894
bak	1071438
site	1650729
che	19584
coty	1024305
byd	906553
nov	1021860
hllgy	1674534
ugi	884614
gdrx	1809519
nxst	1142417
fivn	1288847
rga	898174
dnb	1799208
voya	1535929
kbr	1357615
cold	1455863
stwd	1465128
ohi	888491
penn	921738
gmed	1237831
casy	726958
snv	18349
lysdy	1444327
faf	1472787
isday	1224306
sf	720672
sid	1049659
swch	1710583
stag	1479094
tndm	1438133
an	350698
rcm	1472595
alk	766421
pnfp	1115055
osk	775158
mndy	1845338
uwmc	1783398
bepc	1791863
rnr	913144
oukpy	1436786
pdce	77877
saia	1177702
kgc	701818
smg	825542
plnt	1637207
lite	1633978
smar	1366561
insp	1609550
agnc	1423689
swn	7332
alv	1034670
ehc	785161
hta	1360604
gntx	355811
caci	16058
run	1469367
exel	939767
timb	1826168
swav	1642545
kt	892450
dcp	1338065
fybr	20520
nep	1603145
ayi	1144215
chng	1756497
gh	1576280
srpt	873303
fcnca	798941
tixt	1825155
itt	216228
cohr	21510
bpop	763901
bc	14930
pii	931015
asnd	1612042
bokf	875357
yndx	1513845
vac	1524358
dna	1830214
eeft	1029199
wcc	929008
cybr	1598110
aur	1828108
tnet	937098
pega	1013857
hnp	929058
pags	1712807
bncdy	1667075
dooo	1748797
cccs	1818201
dci	29644
rba	1046102
azta	933974
skx	1065837
pb	1068851
bld	1633931
ffin	36029
twks	1866550
aemmy	1437776
docn	1582961
adt	1703056
tv	912892
asr	1123452
osh	1564406
fsk	1422183
chpt	1777393
mtdr	1520006
unm	5513
fsv	1637810
vips	1529192
cr	25445
mtz	15615
dsgx	1050140
rpd	1560327
hgv	1674168
sbs	1170858
ipgp	1111928
lfus	889331
hli	1302215
gtls	892553
adooy	1489079
mq	1522540
slab	1038074
cfx	1420800
nfg	70145
crcby	1553915
shc	1822479
gpk	1408075
asgn	890564
mgp	1656936
hog	793952
omf	1584207
tenb	1660280
pvh	78239
lpl	1290109
cuz	25232
mur	717423
colm	1050797
eme	105634
achc	1520697
jhg	1274173
son	91767
slfpy	1370418
tol	794170
reyn	1786431
wk	1445305
clh	822818
dei	1364250
nvt	1720635
trq	1158041
open	1801169
ryn	52827
wix	1576789
ftch	1740915
sgms	750004
bkgfy	1447137
cw	26324
lpx	60519
ppc	802481
amg	1004434
nvax	1000694
orcc	1655888
ssb	764038
medp	1668397
wb	1595761
lstr	853816
gbci	868671
irt	1466085
txrh	1289460
tpx	1206264
ksryy	1668501
powi	833640
cade	1299939
ingr	1046257
src	1308606
ntnx	1618732
cig	1157557
axta	1616862
amkr	1047127
mstr	1050446
amed	896262
cdk	1609702
vvv	1674910
cigi	913353
ida	1057877
hhc	1498828
roll	1324948
paas	771992
ash	1674862
nsa	1618563
ozk	1569650
algm	866291
pacw	1102112
halo	1159036
esi	1590714
seas	1564902
ntla	1652130
infa	1868778
trno	1476150
legn	1801198
iart	917520
stn	1131383
futu	1754581
gps	39911
unvr	1494319
vlpny	1378984
tmx	1428875
expo	851520
slg	1040971
ubsfy	1446702
hqy	1428336
qlys	1107843
atus	1702780
shlx	1610466
we	1813756
bipc	1788348
vly	714310
aqua	1604643
ncr	70866
dds	28917
jsgry	1442656
lazr	1758057
exp	918646
flo	1128928
irdm	1418819
bxmt	1061630
tdc	816761
wtfc	1015328
ambp	1845097
hbi	1359841
frsh	1544522
slm	1032033
sitm	1451809
nati	935494
sigi	230557
ccoey	1551467
four	1794669
pri	1475922
man	871763
woof	1826470
srcl	861878
is	1837430
ccmp	1102934
wbs	801337
msa	66570
bmbl	1830043
yeti	1670592
fcn	887936
mndt	1370880
rhp	1040829
thg	944695
evo	1412558
mdu	67716
auy	1264089
iaa	1745041
am	1623925
mime	1644675
tsem	928876
igt	1619762
chgg	1364954
lhcg	1303313
altr	1701732
knsl	1669162
cc	1627223
nrz	1556593
dtm	1842022
matx	3453
stvn	1849853
musa	1573516
carg	1494259
mxchy	1435969
phys	1477049
saic	1571123
civi	1509589
nycb	910073
glbe	1835963
vrns	1361113
sfbs	1430723
apg	1796209
opch	1014739
al	1487712
ions	874015
vmi	102729
novt	1076930
prgo	1585364
vrt	1674101
pycr	1839439
aval	1504764
ufpi	912767
spr	1364885
rog	84748
vg	1272830
cere	1805387
tnl	1361658
chffy	1601994
anat	1801075
slgn	849869
grp-un	1564538
krg	1286043
crsp	1674416
itci	1567514
hri	1364479
axs	1214816
mituy	1446420
amn	1142750
shi	908732
hxl	717605
iipr	1677576
rli	84246
hypmy	1486749
crus	772406
cmc	22444
ssd	920371
sgry	1638833
tgna	39899
sm	893538
leg	58492
bwxt	1486957
zd	1084048
vsco	1856437
chx	1723089
por	784977
hele	916789
ubsi	729986
wen	30697
ensg	1125376
umbf	101382
wts	795403
crox	1334036
bxsl	1736035
arwr	879407
hiw	921082
curlf	1756770
si	1312109
rare	1515673
sam	949870
alit	1809104
tho	730263
ayx	1689923
adc	917251
btg	1429937
bkh	1130464
mxl	1288469
atkr	1666138
spsc	1092699
mms	1032220
tkr	98362
tfsl	1381668
wwe	1091907
pk	1617406
jblu	1158463
apls	1492422
mbt	1115837
icui	883984
mrvi	1823239
hwc	750577
esgr	1363829
owl	1823945
appn	1441683
swx	1692115
eva	1592057
sail	1627857
qdel	353569
enlc	1592000
esnt	1448893
cwk	1628369
exls	1297989
ogs	1587732
sndr	1692063
smtc	88941
psb	866368
seb	88121
trtn	1660734
lspd	1823306
pgny	1551306
mrtx	1576263
ab	825313
hp	46765
ely	837465
mcw	1853513
mtg	876437
drvn	1804745
coke	317540
avnt	1122976
evr	1360901
he	354707
sim	887153
adrzy	1436467
zlab	1704292
nkla	1731289
msm	1003078
hrb	12659
ora	1296445
fls	30625
asai	1834048
apps	317788
newr	1448056
bcpc	9326
ssrm	921638
ago	1273813
nari	1531048
irtc	1388658
lxp	910108
bb	1070235
alks	1520262
bl	1666134
jwn	72333
onto	704532
kex	56047
mgy	1698990
cwst	911177
gatx	40211
gtes	1718512
be	1664703
atc	1762459
tcn	1584425
ncno	1902733
awi	7431
njr	356309
celh	1341766
ocdx	1828443
spt	1517375
wd	1497770
cnx	1070412
frpt	1611647
r	85961
box	1372612
cnmd	816956
livn	1639691
becn	1124941
pinc	1577916
msp	1724570
mtsi	1493594
umpq	1077771
srad	1836470
zws	1439288
hpp	1482512
cpg	1545851
foxf	1424929
jxn	1822993
beam	1745999
bhf	1685040
amrc	1488139
ryan	1849253
abcm	1492074
post	1530950
jamf	1721947
wns	1356570
azek	1782754
rvlv	1746618
tmbby	1531740
msgs	1636519
alsn	1411207
cef	1726122
brze	1676238
sig	832988
diod	29002
vnt	1786842
out	1579877
aple	1418121
avt	8858
cwen	1567683
lanc	57515
dnli	1714899
virt	1592386
epr	1045450
fnb	37808
fizz	69891
peco	1476204
gt	42582
dv	1819928
cns	1284812
glpg	1421876
dbrg	1679688
hr	899749
egfey	1437178
ebc	1810546
meoh	886977
vne	1733186
rdn	890926
den	945764
safm	812128
env	1337619
dnp	806628
acad	1070494
flr	1124198
athm	1527636
bku	1504008
cri	1060822
joby	1819848
lthm	1742924
azihy	1533475
pnm	1108426
wrby	1504776
staa	718937
cbt	16040
hayw	1834622
abg	1144980
amba	1280263
indb	776901
knbe	1664998
stne	1745431
ntra	1604821
krnt	1625791
fate	1434316
dufry	1546354
doc	1574540
taipy	1716957
hasi	1561894
appf	1433195
fn	1408710
jobs	1295484
fele	38725
psth	1811882
bcucy	1581285
cwan	1866368
iq	1722608
lac	1440972
trup	1371285
ttec	1013880
tlry	1731348
mlco	1381640
bpmc	1597264
sono	1314727
isbc	1594012
crc	1609253
ait	109563
nsp	1000753
adnt	1670541
gtbif	1795139
nomd	1651717
viav	912093
lope	1434588
ifs	1615903
pegry	1455633
fsr	1720990
sum	1621563
jbgs	1689796
psn	275880
cnm	1856525
ucbi	857855
sji	91928
cbu	723188
tcnnf	1754195
val	314808
pzza	901491
sg	1477815
nea	1195737
ay	1601072
aciw	935036
lnth	1521036
trip	1526520
lfst	1845257
homb	1331520
spwr	867773
task	1829864
atco	1794846
furcf	1559444
sqsp	1496963
hgty	1840776
prft	1085869
klic	56978
fhb	36377
laz	1311370
act	1823529
lesl	1821806
nsit	932696
ael	1039828
jbt	1433660
six	701374
spb	109177
cpe	928022
pslv	1494728
eye	1710155
mrcy	1049521
pch	1338749
rklb	1819994
xrx	1770450
sabr	1597033
rezi	1740332
tmhc	1562476
frhc	924805
smpl	1702744
oaofy	1058255
mmsi	856982
krtx	1771917
kfy	56679
etrn	1747009
rmbs	917273
sr	1126956
qtwo	1410384
bldp	1453015
ken	1611005
duol	1562088
caty	861842
bnl	1424182
sxt	310142
ful	39368
vsat	797721
flow	1641991
ihs	1876183
sfm	1575515
cert	1827090
figs	1846576
esmt	1863105
unf	717954
arvn	1655759
sstk	1549346
joe	745308
sitc	894315
wing	1636222
asb	7789
cvac	1809122
fti	1681459
coop	933136
cvt	1827075
ale	66756
kmpr	860748
hl	719413
ppbi	1028918
hlf	1180262
kw	1408100
boh	46195
expi	1495932
aso	1817358
lgf-a	929351
rlay	1812364
hcm	1648257
irdey	1530256
fcfs	840489
eqc	803649
sun	1552275
sbra	1492298
mant	892537
aeis	927003
neu	1282637
vet	1293135
nmrk	1690680
form	1039399
cpa	1345105
neog	711377
mac	912242
ag	1308648
bzzuy	1437774
gpi	1031203
kwr	81362
pwsc	1835681
sky	90896
dq	1477641
pcrx	1396814
vrnt	1166388
cgc	1737927
trn	99780
ugp	1094972
omi	75252
alrm	1459200
wbt	1650962
roiv	1635088
ati	1018963
bco	78890
erf	1126874
nni	1258602
mli	89439
shoo	913241
tkc	1071321
mc	1596967
rnw	1848763
sem	1320414
nvmi	1109345
comp	1563190
ofc	860546
unit	1620280
awr	1056903
hi	1417398
nwe	73088
pten	889900
flyw	1580560
wtm	776867
wsfs	828944
fix	1035983
fhi	1056288
peb	1474098
cvbf	354647
pfsi	1745916
whd	1699136
ibtx	1564618
pd	1568100
brp	1781755
cixx	1829948
bynd	1655210
psec	1287032
cytk	1061983
safe	1688852
blkb	1280058
abcb	351569
hain	910406
agi	1178819
sfrgy	1571549
ava	104918
wll	1255474
mara	1507605
otly	1843586
upwk	1627475
vc	1111335
ens	1289308
gshd	1726978
go	1771515
sfnc	90498
mth	833079
gef	43920
fl	850209
eprt	1728951
bros	1866581
pdco	891024
rig	1451505
cwt	1035201
cno	1224608
cxm	1569345
ggal	1114700
fa	1210677
sgfy	1828182
hae	313143
trox	1530804
golf	1672013
ccoi	1158324
brfs	1122491
cour	1651562
tcbi	1077428
kos	1509991
aeo	919012
ajrd	40888
angi	1705110
vsbc	1697884
yy	1530238
nad	1083839
fun	811532
iijiy	1090633
cvlt	1169561
hmy	1023514
bcrx	882796
focs	1651052
cnr	883902
swtx	1773427
dct	1160951
sblk	1386716
kbh	795266
regi	1463258
mcy	64996
abm	771497
inmd	1742692
nvg	1090116
jw-a	107140
boot	1610250
ghc	104889
crk	23194
mog-a	67887
crvl	874866
fvrr	1762301
evtc	1559865
aatp	1713210
rrr	1653653
dorm	868780
exg	1379438
cim	1409493
vsh	103730
btu	1064728
kd	1867072
aat	1500217
mpln	1793229
twnk	1644406
rlx	1828365
goos	1690511
aaon	824142
atrc	1323885
bcc	1328581
vicr	751978
bmi	9092
main	1396440
vir	1706431
hlne	1433642
jjsf	785956
webr	1857951
hrmy	1802665
aub	883948
algt	1362468
dy	67215
fbp	1057706
ads	1101215
cgau	1854640
axnx	1603756
nuva	1142596
rusha	1012019
nova	1772695
mmyt	1495153
dbc	1328237
oas	1486159
mgee	1161728
ax	1299709
omab	1378239
lth	1869198
navi	1593538
prva	1759655
cbrl	1067294
cort	1088856
mdc	773141
hubg	940942
onb	707179
wern	793074
evh	1628908
spce	1706946
fult	700564
bsm	1621434
lz	1286139
etwo	1800347
tsp	1823593
ipar	822663
olli	1639300
aca	1739445
inst	1841804
msge	1795250
maxr	1121142
iboc	315709
ameh	1083446
lcii	763744
ccu	888746
arnc	1790982
ain	819793
calx	1406666
ee	1888447
nhi	877860
csq	1275214
ihrt	1400891
abr	1253986
eaf	931148
abcl	1703057
zip	1617553
crct	1828962
embk	1827980
banf	760498
fold	1178879
lbrt	1694028
bbby	886158
iova	1425205
ptct	1070081
mdrx	1124804
insm	1104506
gsat	1366868
ibp	1580905
esba	1553079
shak	1620533
tac	1144800
fwrd	912728
albky	902102
gkos	1192448
skin	1818093
acls	1113232
itgr	1114483
pbf	1534504
pbh	1295947
colb	887343
ramp	733269
agti	1749704
uilcy	1449580
sanm	897723
riot	1167419
hmhc	1580156
cstm	1563411
